year_week_iso,reporting_country,num_doses_recv,num_doses_exported,first_dose,first_dose_refused,second_dose,unknown_dose,target_group,vaccine
03/01/2022,AU,3836,8462,8437,92,796,36,Age18_24,BECNBG
03/01/2022,AU,8569,6697,8413,74,217,6,Age18_24,BHACOV
03/01/2022,AU,858,3955,7127,84,323,82,Age18_24,CHU
03/01/2022,AU,1951,4618,346,13,574,47,Age18_24,COM
03/01/2022,AU,9573,533,6328,63,705,83,Age18_24,CVAC
03/01/2022,AU,7144,2442,5435,58,833,9,Age18_24,JANSS
03/01/2022,AU,4692,1254,6081,31,77,59,Age18_24,HAYATVAC
03/01/2022,AU,7378,3672,5652,70,531,67,Age18_24,MOD
03/01/2022,AU,2067,6983,6585,76,598,79,Age18_24,NVX
03/01/2022,AU,9259,751,4291,64,482,57,Age18_24,NVXD
03/01/2022,AU,8395,7897,5118,26,283,18,Age18_24,QAZVAQ
03/01/2022,AU,8806,4710,2601,43,545,14,Age18_24,SGSK
03/01/2022,AU,4359,7238,781,26,504,32,Age18_24,SIICOV
03/01/2022,AU,1070,7857,1167,75,306,17,Age18_24,SIN
03/01/2022,AU,298,2948,9972,15,916,99,Age18_24,SPU
03/01/2022,AU,209,9736,1392,12,474,25,Age18_24,SPUL
03/01/2022,AU,2674,1136,4116,99,5,14,Age18_24,SRCVB
03/01/2022,AU,8207,5161,2674,49,974,41,Age18_24,WUCNBG
03/01/2022,AU,8538,8151,6969,72,916,38,Age18_24,CNBG
03/01/2022,AU,9266,814,9642,77,840,38,Age18_24,UNK
03/01/2022,AU,2163,9275,1690,90,312,85,Age18_24,ZFUZ
03/01/2022,AU,1770,5118,1784,91,702,85,Age25_49,AZ
03/01/2022,AU,5414,6911,7287,93,367,96,Age25_49,BECNBG
03/01/2022,AU,3233,9855,8261,62,120,79,Age25_49,BHACOV
03/01/2022,AU,3250,8719,8894,45,479,45,Age25_49,CHU
03/01/2022,AU,5164,4952,5008,53,659,94,Age25_49,COM
03/01/2022,AU,5873,4546,6288,77,152,31,Age25_49,CVAC
03/01/2022,AU,8924,6090,205,88,970,12,Age25_49,JANSS
03/01/2022,AU,226,7861,6391,37,777,65,Age25_49,HAYATVAC
03/01/2022,AU,4403,7243,6795,42,489,32,Age25_49,MOD
03/01/2022,AU,8648,5436,6448,7,337,48,Age25_49,NVX
03/01/2022,AU,1015,9212,3392,48,493,4,Age25_49,NVXD
03/01/2022,AU,3648,7374,974,1,661,76,Age25_49,QAZVAQ
03/01/2022,AU,8132,6080,3250,76,180,88,Age25_49,SGSK
03/01/2022,AU,6621,1311,1807,36,906,52,Age25_49,SIICOV
03/01/2022,AU,5933,2512,2971,100,360,8,Age25_49,SIN
03/01/2022,AU,4777,5077,845,56,56,53,Age25_49,SPU
03/01/2022,AU,5888,3677,2007,56,230,74,Age25_49,SPUL
03/01/2022,AU,3087,5000,9211,87,738,28,Age25_49,SRCVB
03/01/2022,AU,4149,8131,5719,7,44,78,Age25_49,WUCNBG
03/01/2022,AU,7766,3704,7621,93,248,0,Age25_49,CNBG
03/01/2022,AU,3626,9291,379,61,833,64,Age25_49,UNK
03/01/2022,AU,711,5620,6277,21,373,52,Age25_49,ZFUZ
03/01/2022,AU,4362,1152,6469,54,639,54,Age50_59,AZ
03/01/2022,AU,674,9660,2802,48,163,27,Age50_59,BECNBG
03/01/2022,AU,4885,5851,1671,100,695,71,Age50_59,BHACOV
03/01/2022,AU,101,7583,7451,20,612,32,Age50_59,CHU
03/01/2022,AU,4863,7861,8364,54,8,90,Age50_59,COM
03/01/2022,AU,1307,8077,4978,12,508,79,Age50_59,CVAC
03/01/2022,AU,7883,4856,7603,53,261,57,Age50_59,JANSS
03/01/2022,AU,2007,4231,8995,48,292,8,Age50_59,HAYATVAC
03/01/2022,AU,4413,2104,6497,19,295,52,Age50_59,MOD
03/01/2022,AU,4095,1521,3110,23,461,88,Age50_59,NVX
03/01/2022,AU,3740,581,2792,89,18,3,Age50_59,NVXD
03/01/2022,AU,827,509,7648,90,51,19,Age50_59,QAZVAQ
03/01/2022,AU,3016,1322,8433,54,538,82,Age50_59,SGSK
03/01/2022,AU,8539,4034,9320,69,545,26,Age50_59,SIICOV
03/01/2022,AU,1665,9800,9209,58,707,24,Age50_59,SIN
03/01/2022,AU,5256,1361,9364,92,772,58,Age50_59,SPU
03/01/2022,AU,4846,1904,8532,42,486,57,Age50_59,SPUL
03/01/2022,AU,3037,3561,2346,51,578,57,Age50_59,SRCVB
03/01/2022,AU,9648,6377,7715,24,713,85,Age50_59,WUCNBG
03/01/2022,AU,9144,2612,9102,40,133,36,Age50_59,CNBG
03/01/2022,AU,3598,2513,5205,89,945,42,Age50_59,UNK
03/01/2022,AU,3865,6355,6638,12,320,8,Age50_59,ZFUZ
03/01/2022,AU,5980,6250,514,36,732,70,Age60_69,AZ
03/01/2022,AU,2699,9329,5843,44,368,10,Age60_69,BECNBG
03/01/2022,AU,4742,1324,9861,29,902,34,Age60_69,BHACOV
03/01/2022,AU,8442,2446,1400,68,813,48,Age60_69,CHU
03/01/2022,AU,3727,1904,3373,82,607,85,Age60_69,COM
03/01/2022,AU,9425,6005,6979,59,856,73,Age60_69,CVAC
03/01/2022,AU,4980,6812,6701,18,318,32,Age60_69,JANSS
03/01/2022,AU,1101,9890,9690,38,567,26,Age60_69,HAYATVAC
03/01/2022,AU,7218,8632,5908,34,222,3,Age60_69,MOD
03/01/2022,AU,3356,8069,4399,62,581,65,Age60_69,NVX
03/01/2022,AU,9482,5437,248,2,851,56,Age60_69,NVXD
03/01/2022,AU,4975,7848,2346,73,913,6,Age60_69,QAZVAQ
03/01/2022,AU,4496,6735,3886,86,524,35,Age60_69,SGSK
03/01/2022,AU,3559,929,8879,98,925,26,Age60_69,SIICOV
03/01/2022,AU,4712,7019,8145,88,226,27,Age60_69,SIN
03/01/2022,AU,7545,8776,5686,73,782,48,Age60_69,SPU
03/01/2022,AU,1509,6853,4660,20,228,95,Age60_69,SPUL
03/01/2022,AU,7811,4436,2202,33,489,37,Age60_69,SRCVB
03/01/2022,AU,1534,4704,6249,96,475,88,Age60_69,WUCNBG
03/01/2022,AU,554,9946,8908,71,615,6,Age60_69,CNBG
03/01/2022,AU,663,6007,7935,88,953,2,Age60_69,UNK
03/01/2022,AU,8068,2014,8110,35,394,6,Age60_69,ZFUZ
03/01/2022,AU,7857,9962,3494,79,195,50,Age70_79,AZ
03/01/2022,AU,4891,6861,6924,81,294,26,Age70_79,BECNBG
03/01/2022,AU,4703,8244,5935,5,668,85,Age70_79,BHACOV
03/01/2022,AU,2744,8903,7445,10,779,33,Age70_79,CHU
03/01/2022,AU,7899,8267,3544,80,518,92,Age70_79,COM
03/01/2022,AU,3131,260,5475,47,993,85,Age70_79,CVAC
03/01/2022,AU,661,8904,3827,86,286,67,Age70_79,JANSS
03/01/2022,AU,8519,4291,8201,38,804,71,Age70_79,HAYATVAC
03/01/2022,AU,4857,8363,9687,78,492,43,Age70_79,MOD
03/01/2022,AU,1869,2241,1996,24,927,13,Age70_79,NVX
03/01/2022,AU,8416,5359,2631,20,850,97,Age70_79,NVXD
03/01/2022,AU,3538,9323,5685,28,588,36,Age70_79,QAZVAQ
03/01/2022,AU,6685,4982,5288,69,840,31,Age70_79,SGSK
03/01/2022,AU,1504,1807,6803,40,995,53,Age70_79,SIICOV
03/01/2022,AU,4019,323,9019,30,802,91,Age70_79,SIN
03/01/2022,AU,3849,8339,6200,71,987,6,Age70_79,SPU
03/01/2022,AU,6840,9136,3257,67,861,63,Age70_79,SPUL
03/01/2022,AU,4077,873,998,50,760,55,Age70_79,SRCVB
03/01/2022,AU,9417,3464,410,30,19,87,Age70_79,WUCNBG
03/01/2022,AU,400,5200,244,93,327,40,Age70_79,CNBG
03/01/2022,AU,5958,1434,4514,58,278,6,Age70_79,UNK
03/01/2022,AU,6568,6343,8925,89,269,83,Age70_79,ZFUZ
03/01/2022,AU,7139,1168,7963,55,479,98,Age80+,AZ
03/01/2022,AU,11,8727,9370,33,294,94,Age80+,BECNBG
03/01/2022,AU,493,9562,8593,51,835,41,Age80+,BHACOV
03/01/2022,AU,769,4650,3886,74,92,82,Age80+,CHU
03/01/2022,AU,3139,7095,8208,85,401,25,Age80+,COM
03/01/2022,AU,9176,8683,8541,39,426,97,Age80+,CVAC
03/01/2022,AU,8063,5858,3039,85,712,37,Age80+,JANSS
03/01/2022,AU,3452,8110,9197,9,125,4,Age80+,HAYATVAC
03/01/2022,AU,2954,5771,9009,66,414,34,Age80+,MOD
03/01/2022,AU,2404,5445,7185,70,702,27,Age80+,NVX
03/01/2022,AU,9395,9571,8217,18,715,1,Age80+,NVXD
03/01/2022,AU,8472,4794,325,52,599,33,Age80+,QAZVAQ
03/01/2022,AU,5455,9104,7990,16,729,24,Age80+,SGSK
03/01/2022,AU,7802,882,5426,97,371,9,Age80+,SIICOV
03/01/2022,AU,854,2203,9645,17,552,9,Age80+,SIN
03/01/2022,AU,7937,1538,6225,93,954,22,Age80+,SPU
03/01/2022,AU,2786,7943,1163,52,36,30,Age80+,SPUL
03/01/2022,AU,2087,1761,1773,10,65,14,Age80+,SRCVB
03/01/2022,AU,9447,9163,881,98,663,61,Age80+,WUCNBG
03/01/2022,AU,2483,9008,9390,96,638,55,Age80+,CNBG
03/01/2022,AU,9549,2761,9693,95,791,78,Age80+,UNK
03/01/2022,AU,8420,2040,4055,83,176,69,Age80+,ZFUZ
03/01/2022,AU,4959,6436,7951,78,560,37,AgeUnk,AZ
03/01/2022,AU,9513,8693,6736,36,294,25,AgeUnk,BECNBG
03/01/2022,AU,3717,5463,6326,38,400,15,AgeUnk,BHACOV
03/01/2022,AU,1755,5038,2183,25,478,67,AgeUnk,CHU
03/01/2022,AU,4571,7988,5650,71,275,59,AgeUnk,COM
03/01/2022,AU,6306,4776,5047,28,141,29,AgeUnk,CVAC
03/01/2022,AU,672,8027,776,2,159,1,AgeUnk,JANSS
03/01/2022,AU,8186,4107,9290,17,812,34,AgeUnk,HAYATVAC
03/01/2022,AU,6755,1935,3961,40,721,51,AgeUnk,MOD
03/01/2022,AU,9603,2938,2258,0,72,0,AgeUnk,NVX
03/01/2022,AU,359,4134,5256,85,650,100,AgeUnk,NVXD
03/01/2022,AU,3864,3335,7448,26,203,77,AgeUnk,QAZVAQ
03/01/2022,AU,7834,4001,1856,32,692,77,AgeUnk,SGSK
03/01/2022,AU,3388,8106,9495,82,815,28,AgeUnk,SIICOV
03/01/2022,AU,6738,3339,3430,46,492,63,AgeUnk,SIN
03/01/2022,AU,865,9618,2795,74,966,58,AgeUnk,SPU
03/01/2022,AU,7495,4842,2032,45,539,16,AgeUnk,SPUL
03/01/2022,AU,3962,2578,7224,72,263,14,AgeUnk,SRCVB
03/01/2022,AU,3548,4405,1999,78,965,32,AgeUnk,WUCNBG
03/01/2022,AU,4350,3392,724,32,671,87,AgeUnk,CNBG
03/01/2022,AU,9528,5921,2515,78,534,67,AgeUnk,UNK
03/01/2022,AU,5565,6363,1236,9,491,7,AgeUnk,ZFUZ
03/01/2022,AU,466,5724,4158,49,813,37,1_Age<60,AZ
03/01/2022,AU,5412,4045,4098,33,734,75,1_Age<60,BECNBG
03/01/2022,AU,8049,6492,524,11,31,96,1_Age<60,BHACOV
03/01/2022,AU,3530,97,9273,36,336,62,1_Age<60,CHU
03/01/2022,AU,7047,9086,3609,17,71,17,1_Age<60,COM
03/01/2022,AU,8775,7580,765,62,578,93,1_Age<60,CVAC
03/01/2022,AU,6998,4858,9430,74,579,27,1_Age<60,JANSS
03/01/2022,AU,1015,6678,2372,0,274,92,1_Age<60,HAYATVAC
03/01/2022,AU,982,6093,2842,55,340,55,1_Age<60,MOD
03/01/2022,AU,2930,2373,9847,10,295,35,1_Age<60,NVX
03/01/2022,AU,2621,9865,9721,84,532,48,1_Age<60,NVXD
03/01/2022,AU,3120,5942,6786,90,691,11,1_Age<60,QAZVAQ
03/01/2022,AU,684,1563,5668,20,18,18,1_Age<60,SGSK
03/01/2022,AU,1958,5358,1391,65,231,83,1_Age<60,SIICOV
03/01/2022,AU,4389,3916,5144,44,905,32,1_Age<60,SIN
03/01/2022,AU,518,5580,6485,36,802,82,1_Age<60,SPU
03/01/2022,AU,5546,3312,2115,87,296,75,1_Age<60,SPUL
03/01/2022,AU,7915,1944,9546,42,284,47,1_Age<60,SRCVB
03/01/2022,AU,1673,9813,6265,2,155,20,1_Age<60,WUCNBG
03/01/2022,AU,8493,666,5789,19,751,63,1_Age<60,CNBG
03/01/2022,AU,3395,3726,5007,68,106,34,1_Age<60,UNK
03/01/2022,AU,1704,144,4428,75,970,65,1_Age<60,ZFUZ
03/01/2022,AU,1318,1759,4622,8,830,85,1_Age60+,AZ
03/01/2022,AU,9795,831,5971,15,651,24,1_Age60+,BECNBG
03/01/2022,AU,5726,4198,778,80,284,31,1_Age60+,BHACOV
03/01/2022,AU,6987,5933,3081,35,88,2,1_Age60+,CHU
03/01/2022,AU,7766,5150,6672,75,37,26,1_Age60+,COM
03/01/2022,AU,6087,5718,3855,36,581,83,1_Age60+,CVAC
03/01/2022,AU,9695,5380,8203,75,444,62,1_Age60+,JANSS
03/01/2022,AU,6984,386,6793,30,509,18,1_Age60+,HAYATVAC
03/01/2022,AU,3832,3471,8496,66,295,33,1_Age60+,MOD
03/01/2022,AU,9982,5781,1396,81,424,25,1_Age60+,NVX
03/01/2022,AU,1398,812,4776,76,977,17,1_Age60+,NVXD
03/01/2022,AU,5498,9437,2645,8,115,5,1_Age60+,QAZVAQ
03/01/2022,AU,8436,7340,1824,20,662,99,1_Age60+,SGSK
03/01/2022,AU,2101,4796,8224,70,57,55,1_Age60+,SIICOV
03/01/2022,AU,5928,5297,1553,35,117,25,1_Age60+,SIN
03/01/2022,AU,987,9747,4195,57,263,27,1_Age60+,SPU
03/01/2022,AU,5597,9102,9923,93,675,2,1_Age60+,SPUL
03/01/2022,AU,3915,4060,9555,38,338,64,1_Age60+,SRCVB
03/01/2022,AU,5158,7642,3302,30,354,58,1_Age60+,WUCNBG
03/01/2022,AU,2472,107,144,81,378,56,1_Age60+,CNBG
03/01/2022,AU,5244,2221,5368,37,358,71,1_Age60+,UNK
03/01/2022,AU,4897,8464,6558,93,858,59,1_Age60+,ZFUZ
03/01/2022,ZM,6382,3305,3666,6,985,53,ALL,AZ
03/01/2022,ZM,6587,1973,5545,20,340,72,ALL,BECNBG
03/01/2022,ZM,3350,6302,9064,23,326,24,ALL,BHACOV
03/01/2022,ZM,9976,8113,493,90,626,78,ALL,CHU
03/01/2022,ZM,3463,1582,51,92,10,80,ALL,COM
03/01/2022,ZM,8266,8789,2664,29,451,60,ALL,CVAC
03/01/2022,ZM,8646,2630,6588,27,277,16,ALL,JANSS
03/01/2022,ZM,9261,9304,177,13,632,86,ALL,HAYATVAC
03/01/2022,ZM,3919,1072,7629,45,92,68,ALL,MOD
03/01/2022,ZM,8345,2512,9494,6,539,50,ALL,NVX
03/01/2022,ZM,5344,9030,7774,68,52,62,ALL,NVXD
03/01/2022,ZM,7238,3112,4355,96,876,23,ALL,QAZVAQ
03/01/2022,ZM,8610,3553,2974,51,857,17,ALL,SGSK
03/01/2022,ZM,2995,9662,849,78,788,36,ALL,SIICOV
03/01/2022,ZM,3446,166,9854,2,125,95,ALL,SIN
03/01/2022,ZM,2551,2486,9859,44,705,25,ALL,SPU
03/01/2022,ZM,543,736,8358,20,116,93,ALL,SPUL
03/01/2022,ZM,730,4719,1180,66,796,94,ALL,SRCVB
03/01/2022,ZM,6253,854,7558,29,260,94,ALL,WUCNBG
03/01/2022,ZM,7051,8458,856,40,472,80,ALL,CNBG
03/01/2022,ZM,6731,6471,6749,86,525,78,ALL,UNK
03/01/2022,ZM,6063,556,7850,48,196,96,ALL,ZFUZ
03/01/2022,ZM,2458,8990,8465,54,375,81,Age<18,AZ
03/01/2022,ZM,6117,8641,1559,25,793,90,Age<18,BECNBG
03/01/2022,ZM,9806,6024,5087,28,271,26,Age<18,BHACOV
03/01/2022,ZM,6539,3620,4753,51,1000,21,Age<18,CHU
03/01/2022,ZM,3301,3492,479,33,902,35,Age<18,COM
03/01/2022,ZM,6832,3144,9079,5,945,52,Age<18,CVAC
03/01/2022,ZM,2036,2369,7549,70,822,100,Age<18,JANSS
03/01/2022,ZM,2220,9765,4483,2,399,46,Age<18,HAYATVAC
03/01/2022,ZM,2195,8584,1333,24,268,39,Age<18,MOD
03/01/2022,ZM,9402,7025,3722,66,723,44,Age<18,NVX
03/01/2022,ZM,3491,4049,4880,14,452,13,Age<18,NVXD
03/01/2022,ZM,9385,2214,5189,12,203,88,Age<18,QAZVAQ
03/01/2022,ZM,8402,6060,550,84,122,86,Age<18,SGSK
03/01/2022,ZM,197,4352,2182,42,345,50,Age<18,SIICOV
03/01/2022,ZM,7266,8402,1523,31,394,52,Age<18,SIN
03/01/2022,ZM,7072,3011,6294,89,54,86,Age<18,SPU
03/01/2022,ZM,5576,9035,8648,5,423,15,Age<18,SPUL
03/01/2022,ZM,5415,4794,9442,47,125,83,Age<18,SRCVB
03/01/2022,ZM,4724,9446,6381,78,397,4,Age<18,WUCNBG
03/01/2022,ZM,6019,2903,4357,71,812,17,Age<18,CNBG
03/01/2022,ZM,947,310,1059,6,857,51,Age<18,UNK
03/01/2022,ZM,1512,9685,8216,90,597,73,Age<18,ZFUZ
03/01/2022,ZM,4136,8667,1553,27,657,96,HCW,AZ
03/01/2022,ZM,1139,9426,1749,16,242,34,HCW,BECNBG
03/01/2022,ZM,1336,9733,6020,25,645,94,HCW,BHACOV
03/01/2022,ZM,51,3189,8082,71,985,94,HCW,CHU
03/01/2022,ZM,3390,599,1002,41,618,31,HCW,COM
03/01/2022,ZM,1170,9418,3417,87,446,8,HCW,CVAC
03/01/2022,ZM,7881,4625,2312,63,81,26,HCW,JANSS
03/01/2022,ZM,511,3962,3631,74,426,8,HCW,HAYATVAC
03/01/2022,ZM,5713,8269,3708,0,880,38,HCW,MOD
03/01/2022,ZM,5924,6192,9500,98,233,8,HCW,NVX
03/01/2022,ZM,8774,8756,3048,34,451,64,HCW,NVXD
03/01/2022,ZM,6089,6921,143,49,839,4,HCW,QAZVAQ
03/01/2022,ZM,2009,1559,1704,62,538,24,HCW,SGSK
03/01/2022,ZM,9115,8575,2351,26,921,55,HCW,SIICOV
03/01/2022,ZM,7617,8397,6926,85,540,35,HCW,SIN
03/01/2022,ZM,1796,3142,8741,65,547,60,HCW,SPU
03/01/2022,ZM,9830,9180,5578,94,491,28,HCW,SPUL
03/01/2022,ZM,746,8609,8117,43,496,60,HCW,SRCVB
03/01/2022,ZM,98,2747,4950,94,111,80,HCW,WUCNBG
03/01/2022,ZM,4044,5261,6830,38,836,49,HCW,CNBG
03/01/2022,ZM,9924,6132,3055,81,581,18,HCW,UNK
03/01/2022,ZM,7335,8569,4636,4,709,88,HCW,ZFUZ
03/01/2022,ZM,611,1505,8887,23,831,9,LTCF,AZ
03/01/2022,ZM,770,8535,5667,52,281,52,LTCF,BECNBG
03/01/2022,ZM,105,9611,5282,90,378,49,LTCF,BHACOV
03/01/2022,ZM,4274,6314,5027,46,279,56,LTCF,CHU
03/01/2022,ZM,6203,3466,8340,94,892,94,LTCF,COM
03/01/2022,ZM,4721,7398,2905,44,49,47,LTCF,CVAC
03/01/2022,ZM,4900,4529,1574,39,620,63,LTCF,JANSS
03/01/2022,ZM,5984,6298,1691,54,572,14,LTCF,HAYATVAC
03/01/2022,ZM,6783,370,6871,59,496,44,LTCF,MOD
03/01/2022,ZM,9786,4880,6533,67,6,73,LTCF,NVX
03/01/2022,ZM,9523,1513,9864,16,231,88,LTCF,NVXD
03/01/2022,ZM,2862,1257,9949,85,893,47,LTCF,QAZVAQ
03/01/2022,ZM,7527,4034,3476,41,398,63,LTCF,SGSK
03/01/2022,ZM,412,1272,8323,71,569,10,LTCF,SIICOV
03/01/2022,ZM,9735,3156,738,24,155,1,LTCF,SIN
03/01/2022,ZM,3189,653,9079,16,273,71,LTCF,SPU
03/01/2022,ZM,5657,3216,7730,90,827,4,LTCF,SPUL
03/01/2022,ZM,9667,1799,2891,85,993,32,LTCF,SRCVB
03/01/2022,ZM,5523,5810,1124,32,217,29,LTCF,WUCNBG
03/01/2022,ZM,27,3269,8018,56,675,6,LTCF,CNBG
03/01/2022,ZM,1286,9232,191,61,508,1,LTCF,UNK
03/01/2022,ZM,6262,806,7138,91,109,80,LTCF,ZFUZ
03/01/2022,ZM,9538,860,1096,12,303,6,Age0_4,AZ
03/01/2022,ZM,8884,5908,386,46,323,80,Age0_4,BECNBG
03/01/2022,ZM,363,1321,5596,75,138,100,Age0_4,BHACOV
03/01/2022,ZM,301,9746,5693,25,734,49,Age0_4,CHU
03/01/2022,ZM,827,5743,2498,83,541,12,Age0_4,COM
03/01/2022,ZM,8358,3717,1012,13,78,42,Age0_4,CVAC
03/01/2022,ZM,5380,9763,7067,57,369,45,Age0_4,JANSS
03/01/2022,ZM,9177,3347,9111,13,106,89,Age0_4,HAYATVAC
03/01/2022,ZM,4859,6652,8726,100,290,97,Age0_4,MOD
03/01/2022,ZM,8674,6855,2560,32,130,25,Age0_4,NVX
03/01/2022,ZM,6893,6929,815,65,589,66,Age0_4,NVXD
03/01/2022,ZM,7034,8365,3618,49,875,21,Age0_4,QAZVAQ
03/01/2022,ZM,1003,7001,9088,100,5,54,Age0_4,SGSK
03/01/2022,ZM,2823,7452,2778,57,554,1,Age0_4,SIICOV
03/01/2022,ZM,3548,934,8773,56,624,47,Age0_4,SIN
03/01/2022,ZM,2500,5394,9678,79,294,8,Age0_4,SPU
03/01/2022,ZM,2125,9390,5653,94,72,91,Age0_4,SPUL
03/01/2022,ZM,5328,8913,5529,57,330,12,Age0_4,SRCVB
03/01/2022,ZM,5797,9589,618,24,849,81,Age0_4,WUCNBG
03/01/2022,ZM,7854,9558,8426,16,66,17,Age0_4,CNBG
03/01/2022,ZM,2069,1440,125,31,315,18,Age0_4,UNK
03/01/2022,ZM,9894,2630,5358,33,347,65,Age0_4,ZFUZ
03/01/2022,ZM,6032,5086,6575,89,76,26,Age5_9,AZ
03/01/2022,ZM,4136,8935,8991,43,339,75,Age5_9,BECNBG
03/01/2022,ZM,5052,1101,7221,26,422,74,Age5_9,BHACOV
03/01/2022,ZM,644,2482,5398,6,576,10,Age5_9,CHU
03/01/2022,ZM,9989,2528,2522,29,505,7,Age5_9,COM
03/01/2022,ZM,4683,9134,4047,72,148,87,Age5_9,CVAC
03/01/2022,ZM,8949,3068,329,19,720,68,Age5_9,JANSS
03/01/2022,ZM,1403,1577,437,37,771,17,Age5_9,HAYATVAC
03/01/2022,ZM,2928,1964,3153,70,393,26,Age5_9,MOD
03/01/2022,ZM,1677,9439,2019,95,1000,17,Age5_9,NVX
03/01/2022,ZM,6239,2613,5152,0,263,0,Age5_9,NVXD
03/01/2022,ZM,3923,841,4966,77,24,84,Age5_9,QAZVAQ
03/01/2022,ZM,4239,1998,7008,71,594,63,Age5_9,SGSK
03/01/2022,ZM,4230,4647,6208,98,669,79,Age5_9,SIICOV
03/01/2022,ZM,8550,8575,3295,97,438,86,Age5_9,SIN
03/01/2022,ZM,3354,3590,1318,40,669,24,Age5_9,SPU
03/01/2022,ZM,6902,442,28,77,483,73,Age5_9,SPUL
03/01/2022,ZM,7788,5589,6135,83,533,83,Age5_9,SRCVB
03/01/2022,ZM,5871,2463,5185,12,610,54,Age5_9,WUCNBG
03/01/2022,ZM,179,3152,9323,39,701,13,Age5_9,CNBG
03/01/2022,ZM,7992,4638,4998,96,328,1,Age5_9,UNK
03/01/2022,ZM,5574,8753,850,27,663,53,Age5_9,ZFUZ
03/01/2022,ZM,1361,2812,3738,91,313,12,Age10_14,AZ
03/01/2022,ZM,1305,6577,9070,41,269,35,Age10_14,BECNBG
03/01/2022,ZM,2012,9614,8526,98,947,89,Age10_14,BHACOV
03/01/2022,ZM,7634,7798,9123,79,994,22,Age10_14,CHU
03/01/2022,ZM,6786,2366,3790,95,796,71,Age10_14,COM
03/01/2022,ZM,551,6536,546,11,695,59,Age10_14,CVAC
03/01/2022,ZM,6900,6467,5260,88,575,12,Age10_14,JANSS
03/01/2022,ZM,4439,3251,4970,33,157,54,Age10_14,HAYATVAC
03/01/2022,ZM,997,1191,6847,75,677,13,Age10_14,MOD
03/01/2022,ZM,1178,7185,31,67,524,74,Age10_14,NVX
03/01/2022,ZM,7994,4278,9706,73,67,24,Age10_14,NVXD
03/01/2022,ZM,366,8574,4561,13,245,63,Age10_14,QAZVAQ
03/01/2022,ZM,3639,84,9647,33,240,60,Age10_14,SGSK
03/01/2022,ZM,8800,766,2699,81,937,72,Age10_14,SIICOV
03/01/2022,ZM,6393,5257,9275,15,766,25,Age10_14,SIN
03/01/2022,ZM,7650,5038,5498,5,227,50,Age10_14,SPU
03/01/2022,ZM,5431,828,4962,27,126,88,Age10_14,SPUL
03/01/2022,ZM,6356,5182,1815,33,732,17,Age10_14,SRCVB
03/01/2022,ZM,5083,5962,4004,70,589,10,Age10_14,WUCNBG
03/01/2022,ZM,7777,7727,6149,53,955,12,Age10_14,CNBG
03/01/2022,ZM,9264,8165,9343,60,447,74,Age10_14,UNK
03/01/2022,ZM,494,8943,1153,68,94,97,Age10_14,ZFUZ
03/01/2022,ZM,5358,9824,5319,1,974,32,Age15_17,AZ
03/01/2022,ZM,6375,2298,3231,84,402,69,Age15_17,BECNBG
03/01/2022,ZM,5531,6523,1992,67,344,85,Age15_17,BHACOV
03/01/2022,ZM,3734,4951,3865,95,135,30,Age15_17,CHU
03/01/2022,ZM,7177,3444,7228,34,892,87,Age15_17,COM
03/01/2022,ZM,4121,9827,8448,79,513,67,Age15_17,CVAC
03/01/2022,ZM,8144,2807,770,44,746,50,Age15_17,JANSS
03/01/2022,ZM,4281,8215,5751,37,765,48,Age15_17,HAYATVAC
03/01/2022,ZM,4594,6750,4315,98,998,81,Age15_17,MOD
03/01/2022,ZM,9585,8591,1389,45,340,80,Age15_17,NVX
03/01/2022,ZM,9322,1272,8508,25,122,48,Age15_17,NVXD
03/01/2022,ZM,2634,4480,7449,12,572,27,Age15_17,QAZVAQ
03/01/2022,ZM,3346,5637,9723,46,232,11,Age15_17,SGSK
03/01/2022,ZM,4596,3375,2612,21,839,10,Age15_17,SIICOV
03/01/2022,ZM,2044,2124,3802,68,738,62,Age15_17,SIN
03/01/2022,ZM,7303,8156,3089,74,128,34,Age15_17,SPU
03/01/2022,ZM,5952,1102,8047,100,690,43,Age15_17,SPUL
03/01/2022,ZM,1822,9386,1502,79,803,47,Age15_17,SRCVB
03/01/2022,ZM,9179,3289,8490,13,934,83,Age15_17,WUCNBG
03/01/2022,ZM,3996,8267,3806,90,952,10,Age15_17,CNBG
03/01/2022,ZM,7323,8033,8561,78,625,65,Age15_17,UNK
03/01/2022,ZM,212,9015,7802,26,996,64,Age15_17,ZFUZ
03/01/2022,ZM,4889,1025,7126,16,976,98,Age18_24,AZ
03/01/2022,ZM,2012,8111,8672,16,348,0,Age18_24,BECNBG
03/01/2022,ZM,5278,9260,9784,20,897,2,Age18_24,BHACOV
03/01/2022,ZM,9693,5564,7247,4,504,52,Age18_24,CHU
03/01/2022,ZM,9727,6887,2748,96,839,37,Age18_24,COM
03/01/2022,ZM,1855,4218,8758,20,322,17,Age18_24,CVAC
03/01/2022,ZM,5938,9309,6547,19,541,69,Age18_24,JANSS
03/01/2022,ZM,2875,3536,1885,41,703,36,Age18_24,HAYATVAC
03/01/2022,ZM,6061,2988,9678,10,839,95,Age18_24,MOD
03/01/2022,ZM,9810,6472,7897,59,282,17,Age18_24,NVX
03/01/2022,ZM,9257,7720,1454,78,755,90,Age18_24,NVXD
03/01/2022,ZM,3644,4680,7268,60,771,0,Age18_24,QAZVAQ
